1617094800.0,1.79
1617095100.0,1.7709
1617095400.0,1.7642
1617095700.0,1.7678
1617096000.0,1.7616
1617096300.0,1.7677
1617096600.0,1.7678
1617096900.0,1.7678
1617097200.0,1.7754
1617097500.0,1.7716
1617097800.0,1.7716
1617098100.0,1.77
1617098400.0,1.7655
1617098700.0,1.7729
1617099000.0,1.7773
1617099300.0,1.7773
1617099600.0,1.7773
1617099900.0,1.778
1617100200.0,1.778
1617100500.0,1.7792
1617100800.0,1.7803
1617101100.0,1.7803
1617101400.0,1.7803
1617101700.0,1.7803
1617102000.0,1.7803
1617102300.0,1.7742
1617102600.0,1.7742
1617102900.0,1.7742
1617103200.0,1.7903
1617103500.0,1.7927
1617103800.0,1.7942
1617104100.0,1.7942
1617104400.0,1.7942
1617104700.0,1.7942
1617105000.0,1.7942
1617105300.0,1.7942
1617105600.0,1.7872
1617105900.0,1.7872
1617106200.0,1.7869
1617106500.0,1.7869
1617106800.0,1.7869
1617107100.0,1.8
1617107400.0,1.8033
1617107700.0,1.8033
1617108000.0,1.8033
1617108300.0,1.8033
1617108600.0,1.7998
1617108900.0,1.7981
1617109200.0,1.7963
1617109500.0,1.7937
1617109800.0,1.7884
1617110100.0,1.7868
1617110400.0,1.7868
1617110700.0,1.7938
1617111000.0,1.8022
1617111300.0,1.8022
1617111600.0,1.8026
1617111900.0,1.8067
1617112200.0,1.8091
1617112500.0,1.7911
1617112800.0,1.7911
1617113100.0,1.7878
1617113400.0,1.7782
1617113700.0,1.7782
1617114000.0,1.7782
1617114300.0,1.7774
1617114600.0,1.77
1617114900.0,1.7616
1617115200.0,1.7638
1617115500.0,1.7638
1617115800.0,1.7786
1617116100.0,1.7786
1617116400.0,1.7817
1617116700.0,1.7802
1617117000.0,1.7802
1617117300.0,1.7797
1617117600.0,1.7749
1617117900.0,1.7781
1617118200.0,1.7794
1617118500.0,1.7794
1617118800.0,1.7794
1617119100.0,1.7794
1617119400.0,1.7761
1617119700.0,1.7676
1617120000.0,1.7714
1617120300.0,1.7669
1617120600.0,1.7669
1617120900.0,1.7669
1617121200.0,1.7669
1617121500.0,1.7669
1617121800.0,1.7835
1617122100.0,1.7835
1617122400.0,1.7835
1617122700.0,1.7835
1617123000.0,1.7835
1617123300.0,1.7835
1617123600.0,1.7835
1617123900.0,1.7835
1617124200.0,1.7782
1617124500.0,1.7822
1617124800.0,1.7822
1617125100.0,1.7788
1617125400.0,1.7812
1617125700.0,1.7812
1617126000.0,1.7812
1617126300.0,1.7812
1617126600.0,1.7822
1617126900.0,1.7822
1617127200.0,1.7911
1617127500.0,1.7925
1617127800.0,1.8003
1617128100.0,1.7925
1617128400.0,1.794
1617128700.0,1.7917
1617129000.0,1.7945
1617129300.0,1.7945
1617129600.0,1.7892
1617129900.0,1.7923
1617130200.0,1.7923
1617130500.0,1.79
1617130800.0,1.7967
1617131100.0,1.7916
1617131400.0,1.7916
1617131700.0,1.7916
1617132000.0,1.7916
1617132300.0,1.7916
1617132600.0,1.7916
1617132900.0,1.7935
1617133200.0,1.7916
1617133500.0,1.7916
1617133800.0,1.7916
1617134100.0,1.7916
1617134400.0,1.7874
1617134700.0,1.7874
1617135000.0,1.7757
1617135300.0,1.7757
1617135600.0,1.7902
1617135900.0,1.7778
1617136200.0,1.7808
1617136500.0,1.7808
1617136800.0,1.7819
1617137100.0,1.7816
1617137400.0,1.7816
1617137700.0,1.7816
1617138000.0,1.7816
1617138300.0,1.7827
1617138600.0,1.7827
1617138900.0,1.7827
1617139200.0,1.7827
1617139500.0,1.7827
1617139800.0,1.7916
1617140100.0,1.79
1617140400.0,1.79
1617140700.0,1.7881
1617141000.0,1.7895
1617141300.0,1.7927
1617141600.0,1.7927
1617141900.0,1.79
1617142200.0,1.8009
1617142500.0,1.804
1617142800.0,1.8055
1617143100.0,1.8018
1617143400.0,1.8056
1617143700.0,1.8029
1617144000.0,1.802
1617144300.0,1.7922
1617144600.0,1.7922
1617144900.0,1.7879
1617145200.0,1.7879
1617145500.0,1.7834
1617145800.0,1.7898
1617146100.0,1.7897
1617146400.0,1.7898
1617146700.0,1.7973
1617147000.0,1.8082
1617147300.0,1.8077
1617147600.0,1.8066
1617147900.0,1.8098
1617148200.0,1.8169
1617148500.0,1.816
1617148800.0,1.8195
1617149100.0,1.8411
1617149400.0,1.8437
1617149700.0,1.8598
1617150000.0,1.8614
1617150300.0,1.8777
1617150600.0,1.8853
1617150900.0,1.8833
1617151200.0,1.8626
1617151500.0,1.8734
1617151800.0,1.8744
1617152100.0,1.861
1617152400.0,1.8538
1617152700.0,1.8594
1617153000.0,1.8438
1617153300.0,1.8506
1617153600.0,1.8507
1617153900.0,1.8491
1617154200.0,1.8438
1617154500.0,1.8556
1617154800.0,1.8533
1617155100.0,1.8527
1617155400.0,1.8521
1617155700.0,1.8425
1617156000.0,1.8463
1617156300.0,1.8401
1617156600.0,1.8278
1617156900.0,1.8315
1617157200.0,1.8441
1617157500.0,1.8377
1617157800.0,1.8375
1617158100.0,1.8304
1617158400.0,1.8273
1617158700.0,1.8271
1617159000.0,1.8247
1617159300.0,1.82
1617159600.0,1.8122
1617159900.0,1.8082
1617160200.0,1.8082
1617160500.0,1.803
1617160800.0,1.8071
1617161100.0,1.7992
1617161400.0,1.7989
1617161700.0,1.7989
1617162000.0,1.7929
1617162300.0,1.7833
1617162600.0,1.7838
1617162900.0,1.7825
1617163200.0,1.7795
1617163500.0,1.7929
1617163800.0,1.8011
1617164100.0,1.8011
1617164400.0,1.7892
1617164700.0,1.789
1617165000.0,1.7832
1617165300.0,1.7832
1617165600.0,1.7861
1617165900.0,1.7861
1617166200.0,1.7861
1617166500.0,1.7848
1617166800.0,1.7886
1617167100.0,1.7848
1617167400.0,1.7844
1617167700.0,1.7844
1617168000.0,1.7902
1617168300.0,1.798
1617168600.0,1.7914
1617168900.0,1.7979
1617169200.0,1.7973
1617169500.0,1.7979
1617169800.0,1.8001
1617170100.0,1.8033
1617170400.0,1.8033
1617170700.0,1.8071
1617171000.0,1.8071
1617171300.0,1.8062
1617171600.0,1.8076
1617171900.0,1.809
1617172200.0,1.8132
1617172500.0,1.8135
1617172800.0,1.8135
1617173100.0,1.8242
1617173400.0,1.817
1617173700.0,1.815
1617174000.0,1.8025
1617174300.0,1.8076
1617174600.0,1.809
1617174900.0,1.806
1617175200.0,1.809
1617175500.0,1.8025
1617175800.0,1.8025
1617176100.0,1.8025
1617176400.0,1.8046
1617176700.0,1.8011
1617177000.0,1.7975
1617177300.0,1.7658
1617177600.0,1.77
1617177900.0,1.7013
1617178200.0,1.7134
1617178500.0,1.728
1617178800.0,1.7285
1617179100.0,1.7312
1617179400.0,1.7406
1617179700.0,1.7455
1617180000.0,1.7308
1617180300.0,1.7351
1617180600.0,1.74
1617180900.0,1.74
1617181200.0,1.7414
1617181500.0,1.7454
1617181800.0,1.746
1617182100.0,1.7536
1617182400.0,1.7535
1617182700.0,1.753
1617183000.0,1.7444
1617183300.0,1.7392
1617183600.0,1.7335
1617183900.0,1.7372
1617184200.0,1.741
1617184500.0,1.736
1617184800.0,1.7317
1617185100.0,1.7466
1617185400.0,1.7401
1617185700.0,1.7352
1617186000.0,1.7308
1617186300.0,1.7168
1617186600.0,1.7033
1617186900.0,1.7128
1617187200.0,1.7197
1617187500.0,1.7264
1617187800.0,1.7212
1617188100.0,1.7233
1617188400.0,1.7246
1617188700.0,1.7277
1617189000.0,1.732
1617189300.0,1.7291
1617189600.0,1.7356
1617189900.0,1.7356
1617190200.0,1.7307
1617190500.0,1.7412
1617190800.0,1.7477
1617191100.0,1.7477
1617191400.0,1.7424
1617191700.0,1.7488
1617192000.0,1.747
1617192300.0,1.7325
1617192600.0,1.7387
1617192900.0,1.741
1617193200.0,1.745
1617193500.0,1.7405
1617193800.0,1.7322
1617194100.0,1.743
1617194400.0,1.7459
1617194700.0,1.7459
1617195000.0,1.7476
1617195300.0,1.7476
1617195600.0,1.76
1617195900.0,1.7676
1617196200.0,1.7628
1617196500.0,1.7668
1617196800.0,1.7616
1617197100.0,1.7592
1617197400.0,1.7721
1617197700.0,1.7734
1617198000.0,1.7978
1617198300.0,1.7962
1617198600.0,1.7862
1617198900.0,1.7786
1617199200.0,1.7906
1617199500.0,1.7942
1617199800.0,1.7904
1617200100.0,1.7906
1617200400.0,1.8156
1617200700.0,1.8283
1617201000.0,1.843
1617201300.0,1.8415
1617201600.0,1.8368
1617201900.0,1.8265
1617202200.0,1.8203
1617202500.0,1.8113
1617202800.0,1.818
1617203100.0,1.8469
1617203400.0,1.8539
1617203700.0,1.8521
1617204000.0,1.861
1617204300.0,1.8537
1617204600.0,1.8436
1617204900.0,1.842
1617205200.0,1.8614
1617205500.0,1.872
1617205800.0,1.8754
1617206100.0,1.8562
1617206400.0,1.8536
1617206700.0,1.8494
1617207000.0,1.8473
1617207300.0,1.8354
1617207600.0,1.8241
1617207900.0,1.8219
1617208200.0,1.8267
1617208500.0,1.8127
1617208800.0,1.8284
1617209100.0,1.8253
1617209400.0,1.8233
1617209700.0,1.8054
1617210000.0,1.8164
1617210300.0,1.8287
1617210600.0,1.8658
1617210900.0,1.8629
1617211200.0,1.8658
1617211500.0,1.8734
1617211800.0,1.8698
1617212100.0,1.8634
1617212400.0,1.861
1617212700.0,1.8659
1617213000.0,1.9
1617213300.0,1.9022
1617213600.0,1.9153
1617213900.0,1.8896
1617214200.0,1.8819
1617214500.0,1.8757
1617214800.0,1.8987
1617215100.0,1.8998
1617215400.0,1.8922
1617215700.0,1.8908
1617216000.0,1.8918
1617216300.0,1.8795
1617216600.0,1.8814
1617216900.0,1.8733
1617217200.0,1.8818
1617217500.0,1.8803
1617217800.0,1.87
1617218100.0,1.8721
1617218400.0,1.874
1617218700.0,1.8916
1617219000.0,1.91
1617219300.0,1.8931
1617219600.0,1.8982
1617219900.0,1.8994
1617220200.0,1.8976
1617220500.0,1.8821
1617220800.0,1.8746
1617221100.0,1.881
1617221400.0,1.8774
1617221700.0,1.8823
1617222000.0,1.8794
1617222300.0,1.8858
1617222600.0,1.8858
1617222900.0,1.8848
1617223200.0,1.8781
1617223500.0,1.8807
1617223800.0,1.8748
1617224100.0,1.8658
1617224400.0,1.8662
1617224700.0,1.8662
1617225000.0,1.8611
1617225300.0,1.8514
1617225600.0,1.8472
1617225900.0,1.8502
1617226200.0,1.8538
1617226500.0,1.8649
1617226800.0,1.8628
1617227100.0,1.8594
1617227400.0,1.8628
1617227700.0,1.8637
1617228000.0,1.8665
1617228300.0,1.868
1617228600.0,1.8566
1617228900.0,1.8508
1617229200.0,1.8598
1617229500.0,1.8508
1617229800.0,1.84
1617230100.0,1.8335
1617230400.0,1.8335
1617230700.0,1.8344
1617231000.0,1.8338
1617231300.0,1.8354
